,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
10916,10/24/2013,2013,8,False,TB,13,31,CAR,CAR,-6.5,38.5,Raymond James Stadium,False,70.0,5.0,53.0,
10917,10/27/2013,2013,8,False,ARI,27,13,ATL,ARI,-3.0,46.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
10918,10/27/2013,2013,8,False,CIN,49,9,NYJ,CIN,-4.5,41.5,Paul Brown Stadium,False,57.0,3.0,45.0,
10919,10/27/2013,2013,8,False,DEN,45,21,WAS,DEN,-11.0,58,Sports Authority Field at Mile High,False,69.0,8.0,14.0,
10920,10/27/2013,2013,8,False,DET,31,30,DAL,DET,-3.0,50.5,Ford Field,False,72.0,0.0,,indoor
10921,10/27/2013,2013,8,False,JAX,10,42,SF,SF,-14.5,40,Wembley Stadium,True,73.0,13.0,63.0,
10922,10/27/2013,2013,8,False,KC,23,17,CLE,KC,-7.0,39,Arrowhead Stadium,False,61.0,9.0,46.0,
10923,10/27/2013,2013,8,False,MIN,31,44,GB,GB,-7.5,47,Mall of America Field,False,72.0,0.0,,indoor
10924,10/27/2013,2013,8,False,NE,27,17,MIA,NE,-5.5,45,Gillette Stadium,False,53.0,14.0,45.0,
10925,10/27/2013,2013,8,False,NO,35,17,BUF,NO,-10.5,48,Louisiana Superdome,False,72.0,0.0,,indoor
10926,10/27/2013,2013,8,False,LVR,21,18,PIT,PIT,-2.5,40.5,Oakland Coliseum,False,59.0,17.0,81.0,
10927,10/27/2013,2013,8,False,PHI,7,15,NYG,PHI,-5.5,49.5,Lincoln Financial Field,False,58.0,13.0,40.0,
10928,10/28/2013,2013,8,False,LAR,9,14,SEA,SEA,-13.0,43.5,Edward Jones Dome,False,72.0,0.0,,indoor
10929,10/31/2013,2013,9,False,MIA,22,20,CIN,CIN,-3.0,42,Sun Life Stadium,False,79.0,8.0,76.0,
10930,11/3/2013,2013,9,False,BUF,13,23,KC,KC,-4.5,41,Ralph Wilson Stadium,False,38.0,7.0,58.0,
10931,11/3/2013,2013,9,False,CAR,34,10,ATL,CAR,-8.0,47,Bank of America Stadium,False,62.0,12.0,41.0,
10932,11/3/2013,2013,9,False,CLE,24,18,BAL,BAL,-1.0,42,FirstEnergy Stadium,False,46.0,9.0,54.0,
10933,11/3/2013,2013,9,False,DAL,27,23,MIN,DAL,-8.5,50.5,Cowboys Stadium,False,72.0,0.0,,indoor
10934,11/3/2013,2013,9,False,HOU,24,27,IND,IND,-1.0,44,Reliant Stadium,False,60.0,8.0,78.0,retractable (open roof)
10935,11/3/2013,2013,9,False,NE,55,31,PIT,NE,-5.5,43,Gillette Stadium,False,44.0,6.0,44.0,
10936,11/3/2013,2013,9,False,NYJ,26,20,NO,NO,-5.5,46,MetLife Stadium,False,53.0,8.0,53.0,
10937,11/3/2013,2013,9,False,LVR,20,49,PHI,LVR,-1.0,45.5,Oakland Coliseum,False,62.0,6.0,30.0,
10938,11/3/2013,2013,9,False,SEA,27,24,TB,SEA,-14.5,40.5,CenturyLink Field,False,52.0,4.0,68.0,
10939,11/3/2013,2013,9,False,LAR,21,28,TEN,TEN,-3.0,40.5,Edward Jones Dome,False,72.0,0.0,,indoor
10940,11/3/2013,2013,9,False,WAS,30,24,LAC,PICK,0.0,48.5,FedEx Field,False,57.0,20.0,41.0,
10941,11/4/2013,2013,9,False,GB,20,27,CHI,GB,-9.5,50.5,Lambeau Field,False,49.0,6.0,77.0,
10942,11/7/2013,2013,10,False,MIN,34,27,WAS,WAS,-1.0,48,Mall of America Field,False,72.0,0.0,,indoor
10943,11/10/2013,2013,10,False,ARI,27,24,HOU,ARI,-3.5,42,University of Phoenix Stadium,False,72.0,0.0,,indoor
10944,11/10/2013,2013,10,False,ATL,10,33,SEA,SEA,-3.0,47,Georgia Dome,False,72.0,0.0,,indoor
10945,11/10/2013,2013,10,False,BAL,20,17,CIN,BAL,-2.0,43.5,M&T Bank Stadium,False,62.0,17.0,36.0,
10946,11/10/2013,2013,10,False,CHI,19,21,DET,DET,-1.5,52,Soldier Field,False,47.0,6.0,51.0,
10947,11/10/2013,2013,10,False,GB,13,27,PHI,PHI,-1.0,47,Lambeau Field,False,46.0,9.0,48.0,
10948,11/10/2013,2013,10,False,IND,8,38,LAR,IND,-7.0,43,Lucas Oil Stadium,False,72.0,0.0,,indoor
10949,11/10/2013,2013,10,False,NO,49,17,DAL,NO,-5.5,53.5,Louisiana Superdome,False,72.0,0.0,,indoor
10950,11/10/2013,2013,10,False,NYG,24,20,LVR,NYG,-7.0,41,MetLife Stadium,False,53.0,14.0,71.0,rain
10951,11/10/2013,2013,10,False,PIT,23,10,BUF,PIT,-2.5,43,Heinz Field,False,46.0,21.0,56.0,
10952,11/10/2013,2013,10,False,LAC,20,28,DEN,DEN,-7.0,57,Qualcomm Stadium,False,78.0,6.0,14.0,
10953,11/10/2013,2013,10,False,SF,9,10,CAR,SF,-5.5,42.5,Candlestick Park,False,62.0,6.0,65.0,
10954,11/10/2013,2013,10,False,TEN,27,29,JAX,TEN,-11.5,42,Nissan Stadium,False,65.0,6.0,40.0,
10955,11/11/2013,2013,10,False,TB,22,19,MIA,MIA,-2.5,39.5,Raymond James Stadium,False,73.0,5.0,74.0,
10956,11/14/2013,2013,11,False,TEN,27,30,IND,IND,-3.0,42,Nissan Stadium,False,44.0,5.0,36.0,
10957,11/17/2013,2013,11,False,BUF,37,14,NYJ,NYJ,-2.0,39.5,Ralph Wilson Stadium,False,62.0,17.0,71.0,
10958,11/17/2013,2013,11,False,CHI,23,20,BAL,CHI,-3.5,41,Soldier Field,False,68.0,24.0,82.0,
10959,11/17/2013,2013,11,False,CIN,41,20,CLE,CIN,-4.5,40,Paul Brown Stadium,False,64.0,7.0,92.0,
10960,11/17/2013,2013,11,False,DEN,27,17,KC,DEN,-7.5,49,Sports Authority Field at Mile High,False,43.0,6.0,34.0,
10961,11/17/2013,2013,11,False,HOU,23,28,LVR,HOU,-10.5,40.5,Reliant Stadium,False,85.0,3.0,75.0,retractable (open roof)
10962,11/17/2013,2013,11,False,JAX,14,27,ARI,ARI,-9.0,40.5,EverBank Field,False,79.0,8.0,,
10963,11/17/2013,2013,11,False,MIA,20,16,LAC,LAC,-3.0,44.5,Sun Life Stadium,False,81.0,8.0,67.0,
10964,11/17/2013,2013,11,False,NO,23,20,SF,NO,-3.5,49.5,Louisiana Superdome,False,72.0,0.0,,indoor
10965,11/17/2013,2013,11,False,NYG,27,13,GB,NYG,-3.0,40.5,MetLife Stadium,False,61.0,2.0,100.0,fog
10966,11/17/2013,2013,11,False,PHI,24,16,WAS,PHI,-4.0,54,Lincoln Financial Field,False,67.0,7.0,71.0,
10967,11/17/2013,2013,11,False,PIT,37,27,DET,DET,-3.0,45,Heinz Field,False,60.0,12.0,87.0,rain
10968,11/17/2013,2013,11,False,SEA,41,20,MIN,SEA,-13.0,45,CenturyLink Field,False,50.0,5.0,81.0,
10969,11/17/2013,2013,11,False,TB,41,28,ATL,TB,-2.0,43.5,Raymond James Stadium,False,79.0,6.0,74.0,
10970,11/18/2013,2013,11,False,CAR,24,20,NE,CAR,-3.0,45.5,Bank of America Stadium,False,59.0,8.0,35.0,
10971,11/21/2013,2013,12,False,ATL,13,17,NO,NO,-7.0,52.5,Georgia Dome,False,72.0,0.0,,indoor
10972,11/24/2013,2013,12,False,ARI,40,11,IND,ARI,-3.0,44.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
10973,11/24/2013,2013,12,False,BAL,19,3,NYJ,BAL,-3.5,38.5,M&T Bank Stadium,False,34.0,26.0,23.0,
10974,11/24/2013,2013,12,False,CLE,11,27,PIT,CLE,-2.0,39,FirstEnergy Stadium,False,33.0,31.0,84.0,snow
10975,11/24/2013,2013,12,False,DET,21,24,TB,DET,-7.0,48,Ford Field,False,72.0,0.0,,indoor
10976,11/24/2013,2013,12,False,GB,26,26,MIN,GB,-5.5,44.5,Lambeau Field,False,20.0,10.0,52.0,
10977,11/24/2013,2013,12,False,HOU,6,13,JAX,HOU,-10.0,43.5,Reliant Stadium,False,50.0,9.0,55.0,retractable (open roof)
10978,11/24/2013,2013,12,False,KC,38,41,LAC,KC,-3.0,42.5,Arrowhead Stadium,False,28.0,4.0,50.0,
10979,11/24/2013,2013,12,False,MIA,16,20,CAR,CAR,-4.0,40.5,Sun Life Stadium,False,82.0,17.0,55.0,rain
10980,11/24/2013,2013,12,False,NE,34,31,DEN,DEN,-2.5,53,Gillette Stadium,False,23.0,22.0,29.0,
10981,11/24/2013,2013,12,False,NYG,21,24,DAL,NYG,-2.5,44,MetLife Stadium,False,26.0,7.0,40.0,
10982,11/24/2013,2013,12,False,LVR,19,23,TEN,TEN,-2.0,42,Oakland Coliseum,False,59.0,5.0,56.0,
10983,11/24/2013,2013,12,False,LAR,42,21,CHI,LAR,-1.5,45,Edward Jones Dome,False,72.0,0.0,,indoor
10984,11/25/2013,2013,12,False,WAS,6,27,SF,SF,-5.0,47,FedEx Field,False,35.0,8.0,37.0,
10985,11/28/2013,2013,13,False,BAL,22,20,PIT,BAL,-3.0,40.5,M&T Bank Stadium,False,37.0,2.0,39.0,
10986,11/28/2013,2013,13,False,DAL,31,24,LVR,DAL,-8.0,48,Cowboys Stadium,False,72.0,0.0,,indoor
10987,11/28/2013,2013,13,False,DET,40,10,GB,DET,-6.0,48.5,Ford Field,False,72.0,0.0,,indoor
10988,12/1/2013,2013,13,False,BUF,31,34,ATL,BUF,-4.5,48.5,Rogers Centre,True,72.0,0.0,,indoor
10989,12/1/2013,2013,13,False,CAR,27,6,TB,CAR,-6.5,40.5,Bank of America Stadium,False,57.0,5.0,55.0,
10990,12/1/2013,2013,13,False,CLE,28,32,JAX,CLE,-7.5,39,FirstEnergy Stadium,False,44.0,8.0,61.0,
10991,12/1/2013,2013,13,False,HOU,31,34,NE,NE,-6.5,47.5,Reliant Stadium,False,67.0,7.0,72.0,retractable (open roof)
10992,12/1/2013,2013,13,False,IND,22,14,TEN,IND,-3.5,46,Lucas Oil Stadium,False,72.0,0.0,,indoor
10993,12/1/2013,2013,13,False,KC,28,35,DEN,DEN,-6.0,50,Arrowhead Stadium,False,55.0,4.0,47.0,
10994,12/1/2013,2013,13,False,MIN,23,20,CHI,MIN,-1.0,50.5,Mall of America Field,False,72.0,0.0,,indoor
10995,12/1/2013,2013,13,False,NYJ,3,23,MIA,NYJ,-2.0,40.5,MetLife Stadium,False,49.0,5.0,59.0,
10996,12/1/2013,2013,13,False,PHI,24,21,ARI,PHI,-3.5,48.5,Lincoln Financial Field,False,47.0,5.0,53.0,
10997,12/1/2013,2013,13,False,LAC,10,17,CIN,CIN,-1.5,48.5,Qualcomm Stadium,False,77.0,5.0,26.0,
10998,12/1/2013,2013,13,False,SF,23,13,LAR,SF,-7.5,40,Candlestick Park,False,66.0,6.0,72.0,fog
10999,12/1/2013,2013,13,False,WAS,17,24,NYG,WAS,-1.0,44.5,FedEx Field,False,43.0,3.0,72.0,
11000,12/2/2013,2013,13,False,SEA,34,7,NO,SEA,-5.0,47.5,CenturyLink Field,False,42.0,6.0,62.0,
11001,12/5/2013,2013,14,False,JAX,27,20,HOU,HOU,-3.5,43,EverBank Field,False,72.0,7.0,73.0,
11002,12/8/2013,2013,14,False,ARI,30,10,LAR,ARI,-4.5,41,University of Phoenix Stadium,False,72.0,0.0,,indoor
11003,12/8/2013,2013,14,False,BAL,29,26,MIN,BAL,-6.0,41.5,M&T Bank Stadium,False,33.0,7.0,67.0,snow | Freezing rain
11004,12/8/2013,2013,14,False,CIN,42,28,IND,CIN,-7.0,43.5,Paul Brown Stadium,False,28.0,7.0,85.0,
11005,12/8/2013,2013,14,False,DEN,51,28,TEN,DEN,-13.5,49.5,Sports Authority Field at Mile High,False,19.0,7.0,63.0,
11006,12/8/2013,2013,14,False,GB,22,21,ATL,GB,-3.5,45,Lambeau Field,False,9.0,9.0,80.0,snow
11007,12/8/2013,2013,14,False,NE,27,26,CLE,NE,-9.5,47.5,Gillette Stadium,False,31.0,5.0,46.0,
11008,12/8/2013,2013,14,False,NO,31,13,CAR,NO,-3.0,46.5,Louisiana Superdome,False,72.0,0.0,,indoor
11009,12/8/2013,2013,14,False,NYJ,37,27,LVR,NYJ,-3.0,39.5,MetLife Stadium,False,34.0,6.0,51.0,
11010,12/8/2013,2013,14,False,PHI,34,20,DET,PHI,-2.0,53.5,Lincoln Financial Field,False,27.0,7.0,56.0,snow | fog
11011,12/8/2013,2013,14,False,PIT,28,34,MIA,PIT,-3.0,41,Heinz Field,False,26.0,9.0,73.0,snow | fog
11012,12/8/2013,2013,14,False,LAC,37,14,NYG,LAC,-4.0,46.5,Qualcomm Stadium,False,53.0,8.0,53.0,
11013,12/8/2013,2013,14,False,SF,19,17,SEA,SF,-2.0,41,Candlestick Park,False,45.0,5.0,49.0,
11014,12/8/2013,2013,14,False,TB,27,6,BUF,TB,-2.5,42.5,Raymond James Stadium,False,83.0,13.0,62.0,
11015,12/8/2013,2013,14,False,WAS,10,45,KC,KC,-3.0,44.5,FedEx Field,False,30.0,5.0,79.0,rain
11016,12/9/2013,2013,14,False,CHI,45,28,DAL,CHI,-1.5,49.5,Soldier Field,False,8.0,9.0,63.0,
11017,12/12/2013,2013,15,False,DEN,20,27,LAC,DEN,-9.5,57,Sports Authority Field at Mile High,False,39.0,6.0,50.0,
11018,12/15/2013,2013,15,False,ATL,27,26,WAS,ATL,-5.5,49,Georgia Dome,False,72.0,0.0,,indoor
11019,12/15/2013,2013,15,False,CAR,30,20,NYJ,CAR,-10.0,40.5,Bank of America Stadium,False,54.0,5.0,47.0,
11020,12/15/2013,2013,15,False,CLE,31,38,CHI,CLE,-1.0,44,FirstEnergy Stadium,False,25.0,12.0,82.0,snow
11021,12/15/2013,2013,15,False,DAL,36,37,GB,DAL,-4.0,49.5,Cowboys Stadium,False,72.0,0.0,,indoor
11022,12/15/2013,2013,15,False,IND,25,3,HOU,IND,-6.0,47,Lucas Oil Stadium,False,72.0,0.0,,indoor
11023,12/15/2013,2013,15,False,JAX,20,27,BUF,BUF,-4.0,43.5,EverBank Field,False,66.0,8.0,,
11024,12/15/2013,2013,15,False,MIA,24,20,NE,MIA,-2.5,46.5,Sun Life Stadium,False,85.0,14.0,70.0,
11025,12/15/2013,2013,15,False,MIN,48,30,PHI,PHI,-7.0,53,Mall of America Field,False,72.0,0.0,,indoor
11026,12/15/2013,2013,15,False,NYG,0,23,SEA,SEA,-9.5,43,MetLife Stadium,False,40.0,7.0,88.0,
11027,12/15/2013,2013,15,False,LVR,31,56,KC,KC,-6.0,44.5,Oakland Coliseum,False,64.0,6.0,39.0,
11028,12/15/2013,2013,15,False,PIT,30,20,CIN,CIN,-1.5,43,Heinz Field,False,27.0,20.0,66.0,
11029,12/15/2013,2013,15,False,LAR,27,16,NO,NO,-7.0,48,Edward Jones Dome,False,72.0,0.0,,indoor
11030,12/15/2013,2013,15,False,TB,14,33,SF,SF,-4.5,41,Raymond James Stadium,False,70.0,7.0,64.0,
11031,12/15/2013,2013,15,False,TEN,34,37,ARI,ARI,-3.0,42.5,Nissan Stadium,False,37.0,5.0,64.0,
11032,12/16/2013,2013,15,False,DET,16,18,BAL,DET,-5.5,49,Ford Field,False,72.0,0.0,,indoor
11033,12/22/2013,2013,16,False,BAL,7,41,NE,BAL,-1.5,44.5,M&T Bank Stadium,False,65.0,8.0,75.0,rain
11034,12/22/2013,2013,16,False,BUF,19,0,MIA,MIA,-1.5,42.5,Ralph Wilson Stadium,False,41.0,8.0,79.0,rain | fog
11035,12/22/2013,2013,16,False,CAR,17,13,NO,CAR,-3.0,44.5,Bank of America Stadium,False,72.0,18.0,84.0,rain | fog
11036,12/22/2013,2013,16,False,CIN,42,14,MIN,CIN,-7.5,47.5,Paul Brown Stadium,False,53.0,13.0,80.0,
11037,12/22/2013,2013,16,False,DET,20,23,NYG,DET,-9.0,48.5,Ford Field,False,72.0,0.0,,indoor
11038,12/22/2013,2013,16,False,GB,31,38,PIT,GB,-2.0,44.5,Lambeau Field,False,23.0,5.0,78.0,snow | fog
11039,12/22/2013,2013,16,False,HOU,13,37,DEN,DEN,-9.5,53.5,Reliant Stadium,False,59.0,3.0,79.0,retractable (open roof)
11040,12/22/2013,2013,16,False,JAX,16,20,TEN,TEN,-4.0,44,EverBank Field,False,82.0,13.0,,
11041,12/22/2013,2013,16,False,KC,7,23,IND,KC,-7.0,46.5,Arrowhead Stadium,False,25.0,8.0,84.0,
11042,12/22/2013,2013,16,False,NYJ,24,13,CLE,NYJ,-1.5,42,MetLife Stadium,False,70.0,12.0,65.0,
11043,12/22/2013,2013,16,False,PHI,54,11,CHI,PHI,-3.0,55,Lincoln Financial Field,False,62.0,5.0,82.0,
11044,12/22/2013,2013,16,False,LAC,26,13,LVR,LAC,-9.0,51,Qualcomm Stadium,False,69.0,7.0,45.0,
11045,12/22/2013,2013,16,False,SEA,10,17,ARI,SEA,-9.0,43,CenturyLink Field,False,50.0,6.0,94.0,fog
11046,12/22/2013,2013,16,False,LAR,23,13,TB,LAR,-3.5,43,Edward Jones Dome,False,72.0,0.0,,indoor
11047,12/22/2013,2013,16,False,WAS,23,24,DAL,DAL,-2.5,52,FedEx Field,False,65.0,9.0,92.0,
11048,12/23/2013,2013,16,False,SF,34,24,ATL,SF,-14.5,46,Candlestick Park,False,60.0,0.0,49.0,
11049,12/29/2013,2013,17,False,ARI,20,23,SF,ARI,-3.0,41,University of Phoenix Stadium,False,72.0,0.0,,indoor
11050,12/29/2013,2013,17,False,ATL,20,21,CAR,CAR,-5.5,46.5,Georgia Dome,False,72.0,0.0,,indoor
11051,12/29/2013,2013,17,False,CHI,28,33,GB,GB,-3.0,51.5,Soldier Field,False,26.0,16.0,88.0,
11052,12/29/2013,2013,17,False,CIN,34,17,BAL,CIN,-7.0,42.5,Paul Brown Stadium,False,59.0,9.0,,
11053,12/29/2013,2013,17,False,DAL,22,24,PHI,PHI,-7.0,52.5,Cowboys Stadium,False,72.0,0.0,,indoor
11054,12/29/2013,2013,17,False,IND,30,10,JAX,IND,-11.5,45,Lucas Oil Stadium,False,72.0,0.0,,indoor
11055,12/29/2013,2013,17,False,MIA,7,20,NYJ,MIA,-7.0,41,Sun Life Stadium,False,79.0,12.0,84.0,
11056,12/29/2013,2013,17,False,MIN,14,13,DET,DET,-2.5,49.5,Mall of America Field,False,72.0,0.0,,indoor
11057,12/29/2013,2013,17,False,NE,34,20,BUF,NE,-7.0,46,Gillette Stadium,False,41.0,8.0,100.0,rain | fog
11058,12/29/2013,2013,17,False,NO,42,17,TB,NO,-10.5,46.5,Louisiana Superdome,False,72.0,0.0,,indoor
11059,12/29/2013,2013,17,False,NYG,20,6,WAS,NYG,-3.5,44.5,MetLife Stadium,False,42.0,5.0,100.0,rain | fog
11060,12/29/2013,2013,17,False,LVR,14,34,DEN,DEN,-10.0,53.5,Oakland Coliseum,False,71.0,8.0,16.0,
11061,12/29/2013,2013,17,False,PIT,20,7,CLE,PIT,-9.5,44.5,Heinz Field,False,41.0,7.0,93.0,rain | fog
11062,12/29/2013,2013,17,False,LAC,27,24,KC,LAC,-14.5,45,Qualcomm Stadium,False,73.0,2.0,14.0,
11063,12/29/2013,2013,17,False,SEA,27,9,LAR,SEA,-12.5,41,CenturyLink Field,False,44.0,5.0,93.0,
11064,12/29/2013,2013,17,False,TEN,16,10,HOU,TEN,-6.5,44.5,Nissan Stadium,False,53.0,4.0,61.0,
11065,1/4/2014,2013,Wildcard,True,IND,45,44,KC,KC,-2.5,46.5,Lucas Oil Stadium,False,72.0,0.0,,indoor
11066,1/4/2014,2013,Wildcard,True,PHI,24,26,NO,PHI,-3.0,53,Lincoln Financial Field,False,,,,
11067,1/5/2014,2013,Wildcard,True,CIN,10,27,LAC,CIN,-6.0,48,Paul Brown Stadium,False,,,,
11068,1/5/2014,2013,Wildcard,True,GB,20,23,SF,SF,-3.0,46,Lambeau Field,False,,,,
11069,1/11/2014,2013,Division,True,NE,43,22,IND,NE,-7.0,51,Gillette Stadium,False,,,,
11070,1/11/2014,2013,Division,True,SEA,23,15,NO,SEA,-9.0,44.5,CenturyLink Field,False,,,,
11071,1/12/2014,2013,Division,True,CAR,10,23,SF,SF,-1.0,41.5,Bank of America Stadium,False,,,,
11072,1/12/2014,2013,Division,True,DEN,24,17,LAC,DEN,-7.5,54.5,Sports Authority Field at Mile High,False,,,,
11073,1/19/2014,2013,Conference,True,DEN,26,16,NE,DEN,-5.0,57,Sports Authority Field at Mile High,False,,,,
11074,1/19/2014,2013,Conference,True,SEA,23,17,SF,SEA,-4.0,40.5,CenturyLink Field,False,,,,
11075,2/2/2014,2013,Superbowl,True,DEN,8,43,SEA,DEN,-2.0,47.5,MetLife Stadium,True,49.0,,,
11076,9/4/2014,2014,1,False,SEA,36,16,GB,SEA,-4.5,46.5,CenturyLink Field,False,70.0,5.0,,
11077,9/7/2014,2014,1,False,ATL,37,34,NO,NO,-3.0,52,Georgia Dome,False,72.0,0.0,,indoor
11078,9/7/2014,2014,1,False,BAL,16,23,CIN,BAL,-1.0,42.5,M&T Bank Stadium,False,78.0,0.0,,
11079,9/7/2014,2014,1,False,CHI,20,23,BUF,CHI,-7.0,47,Soldier Field,False,77.0,7.0,,
11080,9/7/2014,2014,1,False,DAL,17,28,SF,SF,-3.5,51,Cowboys Stadium,False,72.0,0.0,,indoor
11081,9/7/2014,2014,1,False,DEN,31,24,IND,DEN,-8.0,55,Sports Authority Field at Mile High,False,70.0,6.0,,
11082,9/7/2014,2014,1,False,HOU,17,6,WAS,HOU,-3.0,44.5,Reliant Stadium,False,82.0,12.0,,retractable (open roof)
11083,9/7/2014,2014,1,False,KC,10,26,TEN,KC,-3.0,44,Arrowhead Stadium,False,77.0,5.0,,
11084,9/7/2014,2014,1,False,MIA,33,20,NE,NE,-3.5,46.5,Sun Life Stadium,False,89.0,13.0,,
11085,9/7/2014,2014,1,False,NYJ,19,14,LVR,NYJ,-6.5,40.5,MetLife Stadium,False,80.0,3.0,,
11086,9/7/2014,2014,1,False,PHI,34,17,JAX,PHI,-10.0,51.5,Lincoln Financial Field,False,80.0,6.0,,
11087,9/7/2014,2014,1,False,PIT,30,27,CLE,PIT,-5.5,41,Heinz Field,False,72.0,6.0,,
11088,9/7/2014,2014,1,False,LAR,6,34,MIN,LAR,-3.0,43,Edward Jones Dome,False,72.0,0.0,,indoor
11089,9/7/2014,2014,1,False,TB,14,20,CAR,TB,-5.5,37.5,Raymond James Stadium,False,79.0,7.0,,
11090,9/8/2014,2014,1,False,ARI,18,17,LAC,ARI,-3.0,47,University of Phoenix Stadium,False,72.0,0.0,,indoor
11091,9/8/2014,2014,1,False,DET,35,14,NYG,DET,-6.5,47,Ford Field,False,72.0,0.0,,indoor
11092,9/11/2014,2014,2,False,BAL,26,6,PIT,BAL,-2.5,44.5,M&T Bank Stadium,False,80.0,0.0,,
11093,9/14/2014,2014,2,False,BUF,29,10,MIA,BUF,-1.0,43,Ralph Wilson Stadium,False,61.0,4.0,,
11094,9/14/2014,2014,2,False,CAR,24,7,DET,CAR,-1.0,43.5,Bank of America Stadium,False,68.0,7.0,,
11095,9/14/2014,2014,2,False,CIN,24,10,ATL,CIN,-5.5,49,Paul Brown Stadium,False,68.0,4.0,,
11096,9/14/2014,2014,2,False,CLE,26,24,NO,NO,-4.5,49.5,FirstEnergy Stadium,False,62.0,5.0,,
11097,9/14/2014,2014,2,False,DEN,24,17,KC,DEN,-13.0,49,Sports Authority Field at Mile High,False,82.0,14.0,,rain
11098,9/14/2014,2014,2,False,GB,31,24,NYJ,GB,-7.0,46.5,Lambeau Field,False,63.0,11.0,,
11099,9/14/2014,2014,2,False,MIN,7,30,NE,NE,-3.5,49,TCF Bank Stadium,False,65.0,11.0,,
11100,9/14/2014,2014,2,False,NYG,14,25,ARI,NYG,-1.0,41.5,MetLife Stadium,False,71.0,5.0,,
11101,9/14/2014,2014,2,False,LVR,14,30,HOU,HOU,-3.0,42,Oakland Coliseum,False,73.0,10.0,,
11102,9/14/2014,2014,2,False,LAC,30,21,SEA,SEA,-4.5,45,Qualcomm Stadium,False,85.0,6.0,,
11103,9/14/2014,2014,2,False,SF,20,28,CHI,SF,-7.0,47.5,Levi's Stadium,False,73.0,9.0,,
11104,9/14/2014,2014,2,False,TB,17,19,LAR,TB,-4.0,37.5,Raymond James Stadium,False,78.0,0.0,,
11105,9/14/2014,2014,2,False,TEN,10,26,DAL,TEN,-3.0,49.5,Nissan Stadium,False,77.0,6.0,,
11106,9/14/2014,2014,2,False,WAS,41,10,JAX,WAS,-5.0,43,FedEx Field,False,67.0,4.0,,
11107,9/15/2014,2014,2,False,IND,27,30,PHI,IND,-3.0,54,Lucas Oil Stadium,False,72.0,0.0,,indoor
11108,9/18/2014,2014,3,False,ATL,56,14,TB,ATL,-6.5,47,Georgia Dome,False,72.0,0.0,,indoor
11109,9/21/2014,2014,3,False,ARI,23,14,SF,SF,-3.0,41,University of Phoenix Stadium,False,72.0,0.0,,indoor
11110,9/21/2014,2014,3,False,BUF,10,22,LAC,BUF,-2.5,45.5,Ralph Wilson Stadium,False,72.0,16.0,,
11111,9/21/2014,2014,3,False,CAR,19,37,PIT,CAR,-3.0,42.5,Bank of America Stadium,False,74.0,3.0,,
11112,9/21/2014,2014,3,False,CIN,33,7,TEN,CIN,-6.5,44.5,Paul Brown Stadium,False,79.0,14.0,,
11113,9/21/2014,2014,3,False,CLE,21,23,BAL,BAL,-2.0,43,FirstEnergy Stadium,False,69.0,19.0,,
11114,9/21/2014,2014,3,False,DET,19,7,GB,DET,-1.5,52,Ford Field,False,72.0,0.0,,indoor
11115,9/21/2014,2014,3,False,JAX,17,44,IND,IND,-6.0,45,EverBank Field,False,85.0,5.0,,
11116,9/21/2014,2014,3,False,MIA,15,34,KC,MIA,-6.0,42.5,Sun Life Stadium,False,84.0,8.0,,
11117,9/21/2014,2014,3,False,NE,16,9,LVR,NE,-14.0,47,Gillette Stadium,False,78.0,7.0,,
11118,9/21/2014,2014,3,False,NO,20,9,MIN,NO,-10.0,49.5,Louisiana Superdome,False,72.0,0.0,,indoor
11119,9/21/2014,2014,3,False,NYG,30,17,HOU,NYG,-1.0,41.5,MetLife Stadium,False,76.0,0.0,,fog
11120,9/21/2014,2014,3,False,PHI,37,34,WAS,PHI,-4.0,50,Lincoln Financial Field,False,76.0,4.0,,
11121,9/21/2014,2014,3,False,SEA,26,20,DEN,SEA,-4.0,48,CenturyLink Field,False,83.0,6.0,,
11122,9/21/2014,2014,3,False,LAR,31,34,DAL,DAL,-1.5,45,Edward Jones Dome,False,72.0,0.0,,indoor
11123,9/22/2014,2014,3,False,NYJ,19,27,CHI,NYJ,-1.5,45,MetLife Stadium,False,56.0,4.0,,
11124,9/25/2014,2014,4,False,WAS,14,45,NYG,WAS,-3.0,44.5,FedEx Field,False,63.0,7.0,,
11125,9/28/2014,2014,4,False,BAL,38,10,CAR,BAL,-3.5,42,M&T Bank Stadium,False,79.0,0.0,,
11126,9/28/2014,2014,4,False,CHI,17,38,GB,GB,-2.0,51,Soldier Field,False,78.0,6.0,,
11127,9/28/2014,2014,4,False,DAL,38,17,NO,NO,-3.0,54,Cowboys Stadium,False,72.0,0.0,,indoor
11128,9/28/2014,2014,4,False,HOU,23,17,BUF,HOU,-3.0,44,Reliant Stadium,False,86.0,4.0,,retractable (open roof)
11129,9/28/2014,2014,4,False,IND,41,17,TEN,IND,-7.5,46,Lucas Oil Stadium,False,72.0,0.0,,indoor
11130,9/28/2014,2014,4,False,MIN,41,28,ATL,ATL,-5.5,47.5,TCF Bank Stadium,False,80.0,8.0,,
